Hex,Flight,Altitude,Speed,Lat,Lon,Track,Messages,Seen
a4dd35,,0,0,0.000000,0.000000,0,1,1677185012
89901f,,0,266,0.000000,0.000000,96,1,1677185014
a4dd35,,0,0,0.000000,0.000000,0,2,1677185015
a4dd35,,0,0,0.000000,0.000000,0,3,1677185015
a4dd35,,29050,0,0.000000,0.000000,0,5,1677185018
a4dd35,,29025,0,0.000000,0.000000,0,6,1677185018
a4dd35,,29025,0,0.000000,0.000000,0,7,1677185018
a4dd35,,29025,0,0.000000,0.000000,0,8,1677185018
a4dd35,,29025,0,0.000000,0.000000,0,9,1677185019
aa76cb,,28000,0,0.000000,0.000000,0,2,1677185021
aa76cb,,28000,0,0.000000,0.000000,0,3,1677185021
aa76cb,,28000,0,0.000000,0.000000,0,4,1677185021
aa76cb,,28000,0,0.000000,0.000000,0,6,1677185021
aa76cb,,28000,0,33.944275,-118.449433,0,7,1677185022
aa76cb,,28000,0,33.944275,-118.449433,0,9,1677185022
aa76cb,,28000,0,33.944275,-118.449433,0,10,1677185022
aa76cb,,28000,0,33.944275,-118.449433,0,11,1677185022
aa76cb,,28000,429,33.944275,-118.449433,352,12,1677185022
89901f,,0,266,0.000000,0.000000,96,2,1677185022
aa76cb,,28000,429,33.946311,-118.449783,352,13,1677185023
aa76cb,,28000,429,33.946311,-118.449783,352,14,1677185023
a4dd35,,28950,0,33.843475,-118.316812,0,11,1677185023
aa76cb,,28000,429,33.946311,-118.449783,352,15,1677185023
aa76cb,,28000,429,33.946311,-118.449783,352,17,1677185023
aa76cb,,28000,429,33.946311,-118.449783,352,18,1677185023
a4dd35,,28950,471,33.843475,-118.316812,132,12,1677185023
a4dd35,,28950,471,33.843475,-118.316812,132,13,1677185023
a4dd35,,28950,471,33.843475,-118.316812,132,14,1677185023
aa76cb,,28000,429,33.948349,-118.450162,352,19,1677185024
aa76cb,,28000,429,33.948349,-118.450162,352,20,1677185024
a4dd35,,28950,471,33.841827,-118.314626,132,15,1677185024
aa76cb,,28000,429,33.948349,-118.450162,352,21,1677185024
a4dd35,,28950,471,33.841827,-118.314626,132,16,1677185024
aa76cb,,28000,429,33.948349,-118.450162,352,22,1677185024
89901f,,0,264,0.000000,0.000000,96,3,1677185024
a4dd35,,28950,471,33.841827,-118.314626,132,17,1677185024
89901f,,7675,264,0.000000,0.000000,96,5,1677185024
aa76cb,,28000,429,33.950226,-118.450498,352,23,1677185025
89901f,,7650,264,0.000000,0.000000,96,6,1677185025
a4dd35,,28925,471,33.841827,-118.314626,132,18,1677185025
a4dd35,,28925,471,33.841827,-118.314626,132,19,1677185025
a4dd35,,28925,471,33.841827,-118.314626,132,20,1677185025
a4dd35,,28925,471,33.840218,-118.312569,132,21,1677185025
a4dd35,,28925,471,33.840218,-118.312569,132,22,1677185025
aa76cb,,28000,429,33.950226,-118.450498,352,24,1677185025
89901f,,7650,264,0.000000,0.000000,96,7,1677185025
a4dd35,,28925,471,33.840218,-118.312569,132,23,1677185025
aa76cb,,28000,429,33.950226,-118.450498,352,25,1677185025
a4dd35,,28925,471,33.840218,-118.312569,132,24,1677185025
aa76cb,,28000,429,33.950226,-118.450498,352,26,1677185025
aa76cb,,28000,429,33.950226,-118.450498,352,27,1677185026
a4dd35,,28900,471,33.840218,-118.312569,132,25,1677185026
89901f,,7650,264,0.000000,0.000000,96,8,1677185026
a4dd35,,28900,471,33.838760,-118.310759,132,26,1677185026
aa76cb,,28000,429,33.950226,-118.450498,352,28,1677185026
89901f,,7600,264,0.000000,0.000000,96,9,1677185028
89901f,,7600,264,0.000000,0.000000,96,10,1677185028
89901f,,7600,264,0.000000,0.000000,96,11,1677185029
aa76cb,,28000,429,33.950226,-118.450498,352,29,1677185029
aa76cb,,28025,429,33.950226,-118.450498,352,30,1677185030
89901f,,7600,264,0.000000,0.000000,96,12,1677185031
89901f,,7500,264,0.000000,0.000000,96,13,1677185034
89901f,,7475,264,0.000000,0.000000,96,14,1677185035
89901f,,7450,264,0.000000,0.000000,96,15,1677185035
a7dc06,,0,0,0.000000,0.000000,0,1,1677185036
a6a11e,,0,0,0.000000,0.000000,0,1,1677185037
89901f,,7450,264,0.000000,0.000000,96,16,1677185037
89901f,,7375,264,0.000000,0.000000,96,17,1677185040
a24493,,39000,0,0.000000,0.000000,0,1,1677185040
89901f,,7375,264,0.000000,0.000000,96,18,1677185040
89901f,,7375,264,0.000000,0.000000,96,19,1677185041
89901f,,7375,264,0.000000,0.000000,96,20,1677185041
89901f,,7375,264,0.000000,0.000000,96,21,1677185041
a24493,,39000,0,0.000000,0.000000,0,2,1677185041
89901f,,7375,264,0.000000,0.000000,96,22,1677185041
89901f,,7350,264,0.000000,0.000000,96,23,1677185042
a24493,,39000,0,0.000000,0.000000,0,3,1677185042
89901f,,7350,258,0.000000,0.000000,96,24,1677185042
89901f,,7350,258,0.000000,0.000000,96,25,1677185042
a24493,,39000,0,0.000000,0.000000,0,4,1677185042
89901f,,7325,258,0.000000,0.000000,96,28,1677185044
89901f,,7325,258,0.000000,0.000000,96,29,1677185044
a7dc06,,0,0,0.000000,0.000000,0,2,1677185044
89901f,,7300,258,0.000000,0.000000,96,31,1677185044
89901f,,7300,258,0.000000,0.000000,96,32,1677185045
89901f,,7300,258,0.000000,0.000000,96,33,1677185045
89901f,,7300,258,0.000000,0.000000,96,34,1677185045
89901f,,7275,258,0.000000,0.000000,96,35,1677185046
89901f,,7275,258,0.000000,0.000000,96,36,1677185046
89901f,,7275,258,0.000000,0.000000,96,37,1677185046
aa76cb,,28025,429,33.950226,-118.450498,352,31,1677185047
89901f,,7275,258,0.000000,0.000000,96,38,1677185047
89901f,,7250,258,0.000000,0.000000,96,42,1677185048
89901f,,7225,254,0.000000,0.000000,92,44,1677185050
a7dc06,,0,0,0.000000,0.000000,0,3,1677185050
89901f,,7200,254,0.000000,0.000000,92,45,1677185051
89901f,,7200,254,0.000000,0.000000,92,46,1677185051
89901f,CAL006  ,7200,254,0.000000,0.000000,92,47,1677185051
89901f,CAL006  ,7200,254,0.000000,0.000000,92,48,1677185051
89901f,CAL006  ,7175,254,0.000000,0.000000,92,49,1677185053
a7dc06,,0,0,0.000000,0.000000,0,4,1677185053
89901f,CAL006  ,7175,254,0.000000,0.000000,92,50,1677185053
89901f,CAL006  ,7175,254,0.000000,0.000000,92,51,1677185053
89901f,CAL006  ,7175,252,0.000000,0.000000,90,52,1677185054
a7dc06,,0,0,0.000000,0.000000,0,5,1677185055
89901f,CAL006  ,7150,252,0.000000,0.000000,90,53,1677185055
aa76cb,,28600,429,33.950226,-118.450498,352,32,1677185056
89901f,CAL006  ,7125,252,0.000000,0.000000,90,54,1677185057
89901f,CAL006  ,7100,252,0.000000,0.000000,90,55,1677185057
89901f,CAL006  ,7100,252,0.000000,0.000000,90,56,1677185057
89901f,CAL006  ,7100,252,0.000000,0.000000,90,57,1677185058
89901f,CAL006  ,7100,252,0.000000,0.000000,90,59,1677185059
89901f,CAL006  ,7100,252,0.000000,0.000000,90,61,1677185059
89901f,CAL006  ,7075,252,0.000000,0.000000,90,62,1677185059
89901f,CAL006  ,7075,252,0.000000,0.000000,90,63,1677185059
89901f,CAL006  ,7075,252,0.000000,0.000000,90,64,1677185060
89901f,CAL006  ,7075,246,0.000000,0.000000,84,65,1677185062
89901f,CAL006  ,7050,246,0.000000,0.000000,84,66,1677185063
a7dc06,,39000,0,0.000000,0.000000,0,8,1677185063
a7dc06,,39000,0,0.000000,0.000000,0,11,1677185064
89901f,CAL006  ,7025,246,0.000000,0.000000,84,67,1677185064
a7dc06,,39000,0,0.000000,0.000000,0,12,1677185064
a7dc06,,39000,0,0.000000,0.000000,0,13,1677185065
a7dc06,,39000,0,0.000000,0.000000,0,14,1677185065
a7dc06,,39000,0,0.000000,0.000000,0,15,1677185065
a7dc06,,39000,0,0.000000,0.000000,0,16,1677185065
89901f,CAL006  ,7025,246,0.000000,0.000000,84,68,1677185065
a7dc06,,39000,0,0.000000,0.000000,0,17,1677185065
89901f,CAL006  ,7000,246,0.000000,0.000000,84,70,1677185066
a7dc06,,39000,0,0.000000,0.000000,0,18,1677185066
a7dc06,,39000,0,0.000000,0.000000,0,20,1677185067
89901f,CAL006  ,7000,246,0.000000,0.000000,84,71,1677185067
a7dc06,,39000,0,0.000000,0.000000,0,21,1677185067
89901f,CAL006  ,7000,246,0.000000,0.000000,84,72,1677185067
a7dc06,,39000,0,0.000000,0.000000,0,22,1677185068
89901f,CAL006  ,7000,246,0.000000,0.000000,84,73,1677185068
a7dc06,,39000,0,0.000000,0.000000,0,23,1677185069
89901f,CAL006  ,7000,246,0.000000,0.000000,84,75,1677185069
89901f,CAL006  ,7000,246,0.000000,0.000000,84,76,1677185069
89901f,CAL006  ,7000,246,0.000000,0.000000,84,77,1677185069
a7dc06,,39000,0,0.000000,0.000000,0,24,1677185069
89901f,CAL006  ,7000,246,0.000000,0.000000,84,79,1677185069
89901f,CAL006  ,6975,246,0.000000,0.000000,84,80,1677185069
89901f,CAL006  ,6975,238,0.000000,0.000000,79,81,1677185069
89901f,CAL006  ,6975,238,0.000000,0.000000,79,82,1677185069
a7dc06,,39000,0,0.000000,0.000000,0,25,1677185070
a7dc06,,39000,0,0.000000,0.000000,0,26,1677185070
a7dc06,,39000,486,0.000000,0.000000,141,28,1677185070
a7dc06,,39000,486,0.000000,0.000000,141,29,1677185070
a7dc06,,39000,486,0.000000,0.000000,141,30,1677185071
a7dc06,,39000,486,0.000000,0.000000,141,31,1677185071
a7dc06,,39000,486,0.000000,0.000000,141,32,1677185071
a7dc06,,39000,486,0.000000,0.000000,141,34,1677185072
89901f,CAL006  ,6975,238,0.000000,0.000000,79,83,1677185072
a7dc06,,39000,486,0.000000,0.000000,141,35,1677185072
a7dc06,,39000,486,0.000000,0.000000,141,36,1677185072
a24493,,39000,0,0.000000,0.000000,0,5,1677185073
a24493,,39000,0,0.000000,0.000000,0,6,1677185073
89901f,CAL006  ,6950,238,0.000000,0.000000,79,85,1677185073
89901f,CAL006  ,6950,238,0.000000,0.000000,79,86,1677185074
89901f,CAL006  ,6950,238,0.000000,0.000000,79,87,1677185074
89901f,CAL006  ,6950,238,0.000000,0.000000,79,88,1677185074
a24493,,39000,0,0.000000,0.000000,0,7,1677185074
89901f,CAL006  ,6950,238,0.000000,0.000000,79,89,1677185075
a24493,,39000,459,0.000000,0.000000,154,8,1677185075
a24493,,39000,459,0.000000,0.000000,154,9,1677185075
89901f,CAL006  ,6925,238,0.000000,0.000000,79,90,1677185075
89901f,CAL006  ,6925,238,0.000000,0.000000,79,92,1677185075
89901f,CAL006  ,6925,238,0.000000,0.000000,79,93,1677185075
89901f,CAL006  ,6925,238,0.000000,0.000000,79,98,1677185076
89901f,CAL006  ,6925,232,0.000000,0.000000,77,101,1677185076
89901f,CAL006  ,6925,232,0.000000,0.000000,77,102,1677185076
89901f,CAL006  ,6900,232,0.000000,0.000000,77,103,1677185076
89901f,CAL006  ,6900,232,0.000000,0.000000,77,104,1677185076
89901f,CAL006  ,6900,232,0.000000,0.000000,77,105,1677185076
89901f,CAL006  ,6900,232,0.000000,0.000000,77,106,1677185076
89901f,CAL006  ,6900,232,0.000000,0.000000,77,107,1677185077
89901f,CAL006  ,6900,232,0.000000,0.000000,77,108,1677185077
89901f,CAL006  ,6875,232,0.000000,0.000000,77,110,1677185078
89901f,CAL006  ,6875,232,0.000000,0.000000,77,111,1677185078
89901f,CAL006  ,6875,232,0.000000,0.000000,77,112,1677185078
89901f,CAL006  ,6875,232,0.000000,0.000000,77,113,1677185078
89901f,CAL006  ,6875,230,0.000000,0.000000,77,114,1677185079
89901f,CAL006  ,6875,230,0.000000,0.000000,77,115,1677185079
89901f,CAL006  ,6875,230,0.000000,0.000000,77,116,1677185079
89901f,CAL006  ,6875,230,0.000000,0.000000,77,118,1677185079
89901f,CAL006  ,6875,230,0.000000,0.000000,77,120,1677185079
89901f,CAL006  ,6875,230,0.000000,0.000000,77,121,1677185079
89901f,CAL006  ,6875,230,0.000000,0.000000,77,122,1677185079
89901f,CAL006  ,6875,230,0.000000,0.000000,77,123,1677185079
89901f,CAL006  ,6875,230,34.015366,-118.427965,77,124,1677185079
89901f,CAL006  ,6875,230,34.015366,-118.427965,77,125,1677185080
89901f,CAL006  ,6875,229,34.015366,-118.427965,77,127,1677185080
89901f,CAL006  ,6850,229,34.015366,-118.427965,77,128,1677185080
89901f,CAL006  ,6850,229,34.015366,-118.427965,77,129,1677185080
89901f,CAL006  ,6850,229,34.015503,-118.427236,77,130,1677185080
89901f,CAL006  ,6850,229,34.015503,-118.427236,77,131,1677185080
89901f,CAL006  ,6850,229,34.015503,-118.427236,77,132,1677185080
89901f,CAL006  ,6850,229,34.015503,-118.427236,77,133,1677185080
89901f,CAL006  ,6850,229,34.015503,-118.427236,77,134,1677185081
89901f,CAL006  ,6850,229,34.015503,-118.427236,77,136,1677185081
a7dc06,,39000,486,0.000000,0.000000,141,37,1677185081
89901f,CAL006  ,6850,229,34.015503,-118.427236,77,137,1677185081
89901f,CAL006  ,6850,229,34.015503,-118.427236,77,139,1677185081
89901f,CAL006  ,6850,229,34.015732,-118.426003,77,140,1677185081
89901f,CAL006  ,6850,229,34.015732,-118.426003,77,141,1677185081
89901f,CAL006  ,6850,229,34.015732,-118.426003,77,142,1677185081
89901f,CAL006  ,6850,229,34.015732,-118.426003,77,143,1677185081
89901f,CAL006  ,6850,229,34.015778,-118.425498,77,144,1677185081
89901f,CAL006  ,6825,227,34.015778,-118.425498,78,147,1677185082
89901f,CAL006  ,6825,227,34.015778,-118.425498,78,148,1677185082
89901f,CAL006  ,6825,227,34.015869,-118.424994,78,149,1677185082
89901f,CAL006  ,6825,227,34.015869,-118.424994,78,150,1677185082
89901f,CAL006  ,6825,227,34.016006,-118.424265,78,152,1677185082
89901f,CAL006  ,6825,226,34.016006,-118.424265,78,154,1677185083
89901f,CAL006  ,6825,226,34.016006,-118.424265,78,155,1677185083
89901f,CAL006  ,6825,226,34.016006,-118.424265,78,156,1677185083
89901f,CAL006  ,6825,226,34.016098,-118.423649,78,157,1677185083
89901f,CAL006  ,6825,226,34.016098,-118.423649,78,158,1677185083
89901f,CAL006  ,6800,226,34.016098,-118.423649,78,159,1677185083
89901f,CAL006  ,6800,226,34.016098,-118.423649,78,160,1677185083
a7dc06,,39000,486,0.000000,0.000000,141,38,1677185083
a24493,,38900,459,0.000000,0.000000,154,11,1677185083
89901f,CAL006  ,6800,225,34.016098,-118.423649,78,161,1677185084
89901f,CAL006  ,6800,225,34.016098,-118.423649,78,163,1677185084
89901f,CAL006  ,6800,225,34.016098,-118.423649,78,164,1677185084
a24493,,38900,459,0.000000,0.000000,154,12,1677185084
89901f,CAL006  ,6800,225,34.016098,-118.423649,78,165,1677185084
89901f,CAL006  ,6800,225,34.016098,-118.423649,78,167,1677185084
89901f,CAL006  ,6800,225,34.016098,-118.423649,78,169,1677185084
89901f,CAL006  ,6800,225,34.016098,-118.423649,78,171,1677185084
a24493,,38875,459,0.000000,0.000000,154,13,1677185084
89901f,CAL006  ,6800,225,34.016325,-118.422318,78,172,1677185084
a24493,,38875,459,0.000000,0.000000,154,14,1677185084
89901f,CAL006  ,6800,225,34.016325,-118.422318,78,173,1677185084
89901f,CAL006  ,6800,225,34.016325,-118.422318,78,175,1677185084
a24493,,38875,459,0.000000,0.000000,154,15,1677185084
89901f,CAL006  ,6800,225,34.016325,-118.422318,78,176,1677185084
89901f,CAL006  ,6800,225,34.016464,-118.421575,78,177,1677185085
89901f,CAL006  ,6800,225,34.016464,-118.421575,78,179,1677185085
a24493,,38875,459,0.000000,0.000000,154,16,1677185085
89901f,CAL006  ,6775,225,34.016464,-118.421575,78,183,1677185085
89901f,CAL006  ,6775,225,34.016464,-118.421575,78,185,1677185085
a24493,,38850,459,0.000000,0.000000,154,17,1677185085
89901f,CAL006  ,6775,225,34.016464,-118.421575,78,186,1677185085
a24493,,38850,459,0.000000,0.000000,154,18,1677185085
89901f,CAL006  ,6775,225,34.016602,-118.420846,78,189,1677185085
89901f,CAL006  ,6775,225,34.016602,-118.420846,78,192,1677185085
a24493,,38850,459,0.000000,0.000000,154,20,1677185085
89901f,CAL006  ,6775,225,34.016602,-118.420846,78,194,1677185085
89901f,CAL006  ,6775,225,34.016602,-118.420846,78,196,1677185085
89901f,CAL006  ,6775,225,34.016602,-118.420846,78,197,1677185085
a24493,,38850,459,0.000000,0.000000,154,21,1677185085
89901f,CAL006  ,6775,224,34.016602,-118.420846,78,198,1677185086
89901f,CAL006  ,6775,224,34.016693,-118.420342,78,200,1677185086
a24493,,38850,459,0.000000,0.000000,154,22,1677185086
89901f,CAL006  ,6775,224,34.016693,-118.420342,78,202,1677185086
a24493,,38850,459,0.000000,0.000000,154,23,1677185086
89901f,CAL006  ,6775,224,34.016693,-118.420342,78,203,1677185086
a24493,,38850,459,0.000000,0.000000,154,26,1677185086
89901f,CAL006  ,6775,224,34.016693,-118.420342,78,204,1677185086
a24493,,38825,459,0.000000,0.000000,154,27,1677185086
89901f,CAL006  ,6775,224,34.016693,-118.420342,78,205,1677185086
a24493,,38825,459,0.000000,0.000000,154,28,1677185086
89901f,CAL006  ,6775,224,34.016693,-118.420342,78,206,1677185086
a24493,,38825,459,0.000000,0.000000,154,29,1677185086
89901f,CAL006  ,6775,224,34.016785,-118.419613,78,208,1677185086
89901f,CAL006  ,6750,224,34.016785,-118.419613,78,210,1677185086
89901f,CAL006  ,6750,224,34.016785,-118.419613,78,212,1677185086
a24493,,38825,459,0.000000,0.000000,154,30,1677185086
89901f,CAL006  ,6750,224,34.016785,-118.419613,78,213,1677185087
89901f,CAL006  ,6750,224,34.016876,-118.419108,78,214,1677185087
89901f,CAL006  ,6750,224,34.016876,-118.419108,78,217,1677185087
a24493,,38825,459,0.000000,0.000000,154,31,1677185087
89901f,CAL006  ,6750,224,34.016876,-118.419108,78,218,1677185087
89901f,CAL006  ,6750,224,34.016876,-118.419108,78,219,1677185087
a24493,,38825,456,0.000000,0.000000,154,32,1677185087
89901f,CAL006  ,6750,224,34.016876,-118.419108,78,220,1677185087
89901f,CAL006  ,6750,224,34.016876,-118.419108,78,221,1677185087
a24493,,38800,456,0.000000,0.000000,154,33,1677185087
89901f,CAL006  ,6750,223,34.016876,-118.419108,78,222,1677185087
89901f,CAL006  ,6750,223,34.016876,-118.419108,78,224,1677185087
89901f,CAL006  ,6750,223,34.016876,-118.419108,78,225,1677185088
89901f,CAL006  ,6750,223,34.017070,-118.417912,78,226,1677185088
a24493,,38800,456,0.000000,0.000000,154,34,1677185088
89901f,CAL006  ,6725,223,34.017070,-118.417912,78,228,1677185088
a24493,,38800,456,0.000000,0.000000,154,35,1677185088
a24493,,38800,456,0.000000,0.000000,154,36,1677185088
89901f,CAL006  ,6725,222,34.017070,-118.417912,78,231,1677185088
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,232,1677185088
a24493,,38800,455,0.000000,0.000000,154,37,1677185088
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,233,1677185088
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,234,1677185088
a24493,,38800,455,0.000000,0.000000,154,38,1677185088
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,235,1677185088
a24493,,38775,455,0.000000,0.000000,154,40,1677185089
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,238,1677185089
a24493,,38775,455,0.000000,0.000000,154,41,1677185089
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,240,1677185089
a24493,,38775,455,0.000000,0.000000,154,42,1677185089
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,244,1677185089
a24493,,38775,455,0.000000,0.000000,154,43,1677185089
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,245,1677185089
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,248,1677185089
89901f,CAL006  ,6725,222,34.017197,-118.417315,78,249,1677185089
a24493,,38775,455,34.373986,-118.375053,154,44,1677185089
89901f,CAL006  ,6700,222,34.017197,-118.417315,78,250,1677185089
89901f,CAL006  ,6700,222,34.017443,-118.415737,78,252,1677185089
89901f,CAL006  ,6700,222,34.017443,-118.415737,78,254,1677185089
89901f,CAL006  ,6700,222,34.017443,-118.415737,78,262,1677185090
89901f,CAL006  ,6700,222,34.017443,-118.415737,78,263,1677185090
89901f,CAL006  ,6700,221,34.017443,-118.415737,78,264,1677185090
a24493,,38750,455,34.373986,-118.375053,154,47,1677185090
